News Agency,relevance,hours since published,publish date,title,url
abc.net.au,0,43,"Wed, 17 Feb 2021 13:23:01 +1100","Mum of girl fatally 'catapulted' from show ride asked staff to secure daughter, inquest told",https://www.abc.net.au/news/2021-02-17/coronial-inquest-into-adelene-leong-death-on-adelaide-show-ride/13163340
abc.net.au,0,43,"Wed, 17 Feb 2021 13:13:57 +1100",Women and people with disabilities 'often better adapted to spaceflight than men',https://www.abc.net.au/news/2021-02-17/european-space-agency-in-recruitment-drive/13162870
abc.net.au,0,44,"Wed, 17 Feb 2021 12:29:51 +1100","'We've never seen this sort of event': Dead, sick baby turtles wash up in Queensland after eating plastic",https://www.abc.net.au/news/2021-02-17/baby-turtles-washing-up-on-qld-beach-eat-plastic-debris/13162720
abc.net.au,0,44,"Wed, 17 Feb 2021 12:19:52 +1100",Wife of North Korean leader makes first public appearance in more than a year,https://www.abc.net.au/news/2021-02-17/kim-jong-un-wife-first-public-appearance-in-year-north-korea/13162982
abc.net.au,0,44,"Wed, 17 Feb 2021 12:16:09 +1100",'Butchered like she was nothing': Emotional court hearing for woman who decapitated her mother,https://www.abc.net.au/news/2021-02-17/jessica-camilleri-sentencing-submissions-sister-speaks/13162926
abc.net.au,0,45,"Wed, 17 Feb 2021 11:46:04 +1100",Nathan Johnston is developing a social media platform with a difference,https://www.abc.net.au/news/2021-02-17/disability-club-aims-to-break-barriers-and-boost-connectivity/13160254
abc.net.au,0,45,"Wed, 17 Feb 2021 11:35:27 +1100","'This isn't just sex, drugs and rock and roll': The music industry says it is in crisis",https://www.abc.net.au/news/2021-02-17/jobkeeper-must-be-extended-beyond-march-live-music-industry-says/13159878
abc.net.au,0,45,"Wed, 17 Feb 2021 11:13:05 +1100",'Don't be fearful you won't get your turn': NSW reveals vaccine rollout plan,https://www.abc.net.au/news/2021-02-17/nsw-pfizer-covid-19-vaccine-roll-out-announcement/13162426
abc.net.au,0,45,"Wed, 17 Feb 2021 11:07:24 +1100",Skaters dragged from Amsterdam canal after falling through thin ice,https://www.abc.net.au/news/2021-02-17/ice-skaters-fall-through-frozen-canal-in-amsterdam/13162320
abc.net.au,0,45,"Wed, 17 Feb 2021 11:03:58 +1100",'One scooted underneath us': Jetski group defends 300km ride through croc-infested waters,https://www.abc.net.au/news/2021-02-17/concern-over-jetskiiers-riding-through-known-croc-habitat/13159616
abc.net.au,0,46,"Wed, 17 Feb 2021 10:52:37 +1100","'Very, very hard to believe' PM's staff did not know about alleged rape, Malcolm Turnbull says",https://www.abc.net.au/news/2021-02-17/turnbull-brittany-higgins-scott-morrison-pm-office-knowledge/13162402
abc.net.au,0,46,"Wed, 17 Feb 2021 10:47:03 +1100",Woman who called police on black birdwatcher has case dropped after therapy sessions,https://www.abc.net.au/news/2021-02-17/case-dropped-against-amy-cooper-who-called-police-on-black-man/13162530
abc.net.au,0,46,"Wed, 17 Feb 2021 10:14:50 +1100","In the dog squad, success comes down to bond between officer and best mate",https://www.abc.net.au/news/2021-02-17/inside-the-queensland-police-dog-squad-capricornia/13153256
abc.net.au,0,47,"Wed, 17 Feb 2021 09:47:28 +1100","250,000 plants and 70 jobs planned for huge medicinal cannabis hub",https://www.abc.net.au/news/rural/2021-02-17/medical-cannabis-crop-facility-approval-in-gascoyne-wa/13160764
abc.net.au,0,47,"Wed, 17 Feb 2021 09:28:57 +1100",Ash Barty out of Australian Open following upset loss to Karolína Muchová,https://www.abc.net.au/news/2021-02-17/australian-open-quarter-final-ash-barty-karolina-muchova/13162400
abc.net.au,0,47,"Wed, 17 Feb 2021 09:25:05 +1100",The Brittany Higgins rape allegation has shaken people because it takes things to another level,https://www.abc.net.au/news/2021-02-17/linda-reynolds-feels-lash-after-scott-morrison-rape-allegation/13162316
abc.net.au,0,47,"Wed, 17 Feb 2021 09:20:10 +1100",Aung San Suu Kyi faces new charge that could see her detained indefinitely,https://www.abc.net.au/news/2021-02-17/aung-san-suu-kyi-faces-new-charge-myanmar-military-coup/13162212
abc.net.au,0,47,"Wed, 17 Feb 2021 09:11:43 +1100","Flushable wipes maker fined $200,000 over 'misleading' claims products were made in Australia",https://www.abc.net.au/news/2021-02-17/kimberley-clark-fined-made-in-australia-claims-flushable-wipes/13162264
abc.net.au,0,47,"Wed, 17 Feb 2021 09:01:21 +1100","Three months pregnant and homeless, Jme Jeanes has no idea where she is going to sleep tonight",https://www.abc.net.au/news/2021-02-17/homeless-hotel-guests-face-d-day-amid-row-over-accommodation/13161308
abc.net.au,0,48,"Wed, 17 Feb 2021 08:40:43 +1100","'Phenomenal' testing numbers helped bring Victorian outbreak under control, Weimar says",https://www.abc.net.au/news/2021-02-17/victoria-records-zero-coronavirus-cases-from-nearly-40k-tests/13161134
abc.net.au,0,48,"Wed, 17 Feb 2021 08:38:32 +1100",WA Liberal leader shifts election rhetoric to avoid Labor gaining 'total control',https://www.abc.net.au/news/2021-02-17/wa-liberals-change-tactics-state-election-avoid-labor-control/13160380
abc.net.au,0,48,"Wed, 17 Feb 2021 08:32:13 +1100",Volunteers to the rescue as camels become stuck in Tasmanian wilderness,https://www.abc.net.au/news/2021-02-17/emergency-volunteers-rescue-camels-stuck-in-tasmanian-bush/13160894
abc.net.au,0,48,"Wed, 17 Feb 2021 08:26:22 +1100",Justice Margaret McMurdo to chair Queensland taskforce into coercive control,https://www.abc.net.au/news/2021-02-17/hannah-clarke-domestic-violence-laws-coercive-control-taskforce/13162226
abc.net.au,0,48,"Wed, 17 Feb 2021 08:17:38 +1100","Australia's smallest freshwater fish was on the brink of extinction, until now",https://www.abc.net.au/news/2021-02-17/red-finned-blue-eye-fish-released-critically-endangered/13158496
abc.net.au,0,48,"Wed, 17 Feb 2021 07:55:12 +1100",Man remanded in police custody after allegedly stabbing officer at Cairns shopping centre,https://www.abc.net.au/news/2021-02-17/man-charged-stabbing-police-officer-chest-cairns-shopping-centre/13162208
abc.net.au,0,48,"Wed, 17 Feb 2021 07:49:00 +1100",Online gambling lobby head says punters should keep 'the right' to bet with debt,https://www.abc.net.au/news/2021-02-17/online-gambling-boss-says-ok-to-bet-with-debt/13159438
abc.net.au,0,48,"Wed, 17 Feb 2021 07:47:32 +1100",'Selling the dirt from under our feet': Non-Indigenous brand's 'red centre sand' exfoliant removed after criticism,https://www.abc.net.au/news/2021-02-17/non-indigenous-company-red-sand-exfoliant-removed-criticism/13160816
abc.net.au,0,48,"Wed, 17 Feb 2021 07:46:21 +1100",Could this tiny shrimp stall the Federal Government's plans to frack the Beetaloo Basin?,https://www.abc.net.au/news/2021-02-17/betaloo-micro-organism-new-species-fracking/13159678
abc.net.au,0,48,"Wed, 17 Feb 2021 07:38:57 +1100",Experts say Japan's vaccine rollout too late for pre-Olympics 'herd immunity',https://www.abc.net.au/news/2021-02-17/coronavirus-australia-live-news-covid-19-latest-vaccine/13161052
abc.net.au,0,48,"Wed, 17 Feb 2021 07:20:47 +1100",Rio Tinto announces record dividend as profit jumps,https://www.abc.net.au/news/2021-02-17/asx-reporting-season-rio-record-dividend-webjet-loss/13162124
abc.net.au,0,48,"Wed, 17 Feb 2021 06:52:26 +1100",'They just want to return to Biloela': Call for Tamil asylum seeker family to return to community while legal battle continues,https://www.abc.net.au/news/2021-02-17/tamils-priya-and-nades-murugappan-asylum-seekers/13160708
abc.net.au,0,48,"Wed, 17 Feb 2021 06:00:54 +1100",'Spectrum grab' or generous offer?: Inside TV's stoush with government,https://www.abc.net.au/news/2021-02-17/the-tv-networks-holding-back-the-future/13159456
abc.net.au,0,48,"Wed, 17 Feb 2021 06:00:00 +1100",'I can't believe it': This Australian's invention is landing on Mars this week,https://www.abc.net.au/news/science/2021-02-17/mars-nasa-perserverance-rover-abigail-allwood-david-flannery/13149766
abc.net.au,0,48,"Wed, 17 Feb 2021 06:00:00 +1100","We killed millions of koalas for their fur, and now they're dying from other causes. Here's what we can do to stop it",https://www.abc.net.au/news/science/2021-02-17/koalas-on-way-to-extinction-parts-australia-how-to-avoid-it/13141628
abc.net.au,0,48,"Wed, 17 Feb 2021 05:43:41 +1100",'What the army don't want people to see': Why this Australian journalist is risking arrest to report the news,https://www.abc.net.au/news/2021-02-17/australian-journalist-in-myanmar-fears-he-will-be-targeted-army/13155864
abc.net.au,0,48,"Wed, 17 Feb 2021 05:43:41 +1100",One expert 'surprised' over timing of AstraZeneca vaccine approval — but majority say it is a 'good vaccine',https://www.abc.net.au/news/2021-02-17/covid19-vaccine-rollout-astrazeneca-tga-data-concerns/13155800
abc.net.au,0,48,"Wed, 17 Feb 2021 05:42:18 +1100","'I'm concerned I got in a little late': Adam recently bought bitcoin and now it's hit $US50,000",https://www.abc.net.au/news/2021-02-17/bitcoin-record-high-crypto-bubble-sceptics-fomo/13158596
abc.net.au,0,48,"Wed, 17 Feb 2021 05:38:41 +1100",'They keep throwing you this hook of hope': IVF success estimator a welcome start for these women,https://www.abc.net.au/news/2021-02-17/ivf-website-launched-to-help-patients-on-fertility-journey/13148334
abc.net.au,0,48,"Wed, 17 Feb 2021 05:36:42 +1100",Why these 'lazy' dishes are a rite of passage for many Australian migrants,https://www.abc.net.au/news/2021-02-17/australian-migrants-share-gourmet-lazy-meals-recipe-culture/13156508
abc.net.au,0,48,"Wed, 17 Feb 2021 05:10:01 +1100","This tiny suburb outside of Sydney could become a burial ground for 800,000 people",https://www.abc.net.au/news/2021-02-17/wallacia-cemetery-blueprint-upsets-local-residents/13158956
abc.net.au,0,48,"Wed, 17 Feb 2021 05:07:33 +1100",Residents of south Sydney suburb told their homes will be demolished to make way for car park,https://www.abc.net.au/news/2021-02-17/sydney-jannali-residents-told-to-make-way-for-car-park/13160424
abc.net.au,0,48,"Wed, 17 Feb 2021 05:00:27 +1100",These four countries rolled out vaccines faster than us — here's how that went,https://www.abc.net.au/news/2021-02-17/australia-covid-vaccine-rollout-lessons-from-other-countries/13155128
abc.net.au,0,48,"Wed, 17 Feb 2021 04:01:11 +1100",Energy prices are falling. Here's what you need to know,https://www.abc.net.au/news/2021-02-17/australians-are-missing-out-on-500m-electricity-bill-savings/13108540
abc.net.au,0,48,"Wed, 17 Feb 2021 03:50:20 +1100","'Truly unprecedented': Acropolis, Parthenon and Temple of Zeus blanketed by snow as cold snap hits Athens",https://www.abc.net.au/news/2021-02-17/acropolis-covered-by-rare-snow-as-cold-snap-hits-athens/13162034
abc.net.au,0,48,"Wed, 17 Feb 2021 01:29:25 +1100","Spanish rapper jailed for insulting king, glorifying terrorism",https://www.abc.net.au/news/2021-02-17/rapper-pablo-hasel-arrested-spanish-insulting-king-free-speech/13161550
abc.net.au,0,48,"Wed, 17 Feb 2021 00:39:58 +1100","Djokovic breaks racquet, then Zverev, to advance to Australian Open semi-finals",https://www.abc.net.au/news/2021-02-17/australian-open-novak-djokovic-beats-alexander-zverev/13161366
abc.net.au,0,48,"Wed, 17 Feb 2021 00:36:24 +1100",At least 40 dead after bus crashes into Indian canal,https://www.abc.net.au/news/2021-02-17/at-least-40-dead-after-bus-crashes-into-india-canal/13161510
abc.net.au,0,48,"Tue, 16 Feb 2021 23:59:01 +1100",Future of Crown Perth under a cloud as inquiry into casino licence suitability to be launched,https://www.abc.net.au/news/2021-02-16/crown-casino-perth-inquiry-recommended-by-wa-gambling-regulator/13161444
abc.net.au,0,48,"Tue, 16 Feb 2021 23:46:37 +1100",Barnaby Joyce pushes his own government to allow 'green bank' to invest in coal,https://www.abc.net.au/news/2021-02-16/barnaby-joyce-wants-clean-energy-fund-to-invest-in-coal/13161436
abc.net.au,0,48,"Tue, 16 Feb 2021 21:11:05 +1100","Tour guide accused of rape posed as Indigenous traditional healer, court told",https://www.abc.net.au/news/2021-02-16/rape-trial-of-indigenous-tour-operator-joseph-williams-begins/13159514
abc.net.au,0,48,"Tue, 16 Feb 2021 20:54:49 +1100","Myanmar military denies coup, promises to hand back power when there's a  new election",https://www.abc.net.au/news/2021-02-16/myanmar-military-denies-coup-promises-to-hand-back-power/13161190
abc.net.au,0,48,"Tue, 16 Feb 2021 20:45:06 +1100",Williams beats Halep to set up blockbuster Australian Open semi against Osaka,https://www.abc.net.au/news/2021-02-16/australian-open-serena-williams-beats-simona-halep/13161066
abc.net.au,0,48,"Tue, 16 Feb 2021 20:00:35 +1100",India thrashes England in Chennai to level Test series,https://www.abc.net.au/news/2021-02-16/india-thrashes-england-in-chennai-to-level-test-series/13161176
abc.net.au,0,48,"Tue, 16 Feb 2021 19:16:45 +1100","Boy, 13, hit and killed by bus outside SA high school",https://www.abc.net.au/news/2021-02-16/teenage-boy-hit-and-killed-by-bus-in-balaklava/13160830
abc.net.au,0,48,"Tue, 16 Feb 2021 19:01:17 +1100","Unlikely woman shot herself, biomechanics experts tell inquest into apparent suicide",https://www.abc.net.au/news/2021-02-16/amy-wensley-wa-inquest-told-it-was-unlikely-she-shot-herself/13161004
abc.net.au,0,48,"Tue, 16 Feb 2021 18:46:27 +1100",Former SA opera chief describes child sex allegation as 'garbage',https://www.abc.net.au/news/2021-02-16/former-sa-opera-chief-denies-allegation-of-sex-with-student/13159686
abc.net.au,0,48,"Tue, 16 Feb 2021 18:30:38 +1100",Canberra bikie has sentence cut over shooting that injured former Comanchero boss,https://www.abc.net.au/news/2021-02-16/canberra-bikie-axel-sidaros-has-sentence-cut-by-five-years/13160858
abc.net.au,0,48,"Tue, 16 Feb 2021 18:10:47 +1100",Bill Gates says nuclear power could be one of the answers to climate change,https://www.abc.net.au/news/2021-02-16/bill-gates-zero-emissions-hardest-thing-humanitys-done/13156306
abc.net.au,0,48,"Tue, 16 Feb 2021 17:07:08 +1100",Abortion decriminalisation debate begins in SA Lower House,https://www.abc.net.au/news/2021-02-16/abortion-decriminalisation-bill-debated-in-sa-parliament/13158608
abc.net.au,0,48,"Tue, 16 Feb 2021 17:01:16 +1100","Newborn's death not caused by 'inappropriate' medical care, coroner told",https://www.abc.net.au/news/2021-02-16/coronial-inquest-into-death-of-baby-levi-shane-vanin-to-go-ahead/13159972
abc.net.au,0,48,"Tue, 16 Feb 2021 16:50:27 +1100",Dylan Alcott 'proud' to win fourth straight Aus Open doubles title with close friend Heath Davidson,https://www.abc.net.au/news/2021-02-16/australian-open-tennis-dylan-alcott-heath-davidson-win-doubles/13160018
abc.net.au,0,48,"Tue, 16 Feb 2021 16:44:46 +1100",Jobs back 'around the same level as last year',https://www.abc.net.au/news/2021-02-16/payroll-jobs-back-near-pre-covid-pandemic-levels-abs/13159284
abc.net.au,0,48,"Tue, 16 Feb 2021 16:43:17 +1100",Police say Cairns 'safe' despite police officer being stabbed in the chest at a shopping centre,https://www.abc.net.au/news/2021-02-16/queensland-police-officer-stabbed-chest-cairns-shopping-centre/13160460
abc.net.au,0,48,"Tue, 16 Feb 2021 16:39:44 +1100",Ross River virus infections reach record levels in NSW,https://www.abc.net.au/news/2021-02-16/ross-river-fever-record-cases-in-nsw/13159404
abc.net.au,0,48,"Tue, 16 Feb 2021 16:28:59 +1100","Homeless to be evicted from hotel because WA Government won't pay, owner says",https://www.abc.net.au/news/2021-02-16/perth-hotel-owner-says-wa-govt-has-refused-to-fund-homeless/13159086
abc.net.au,0,48,"Tue, 16 Feb 2021 16:23:03 +1100",Man found dead in remote WA after pair abandoned broken-down 4WD,https://www.abc.net.au/news/2021-02-16/man-found-dead-in-remote-wa-after-pair-abandoned-4wd/13160184
abc.net.au,0,48,"Tue, 16 Feb 2021 16:15:41 +1100",'Depraved and ruthless' murderer sentenced to life in jail after yelling at victim's family in court,https://www.abc.net.au/news/2021-02-16/mathew-hemsley-sentenced-life-in-prison-murder-julie-cooper/13159128
abc.net.au,0,48,"Tue, 16 Feb 2021 15:06:43 +1100",Tasmanian government releases review into state's political donation laws,https://www.abc.net.au/news/2021-02-16/tas-state-government-releases-political-donations-reform-report/13159640
abc.net.au,0,48,"Tue, 16 Feb 2021 14:46:38 +1100","Phone tower data shows alleged arsonist was in 'vicinity' of bushfire ignition points, court told",https://www.abc.net.au/news/2021-02-16/alleged-arsonist-in-court-over-adelaide-hills-bushfire/13158612
abc.net.au,0,48,"Tue, 16 Feb 2021 14:14:42 +1100",Qualifier Karatsev stuns Dimitrov at Australian Open as Osaka powers on,https://www.abc.net.au/news/2021-02-16/australian-open-quarter-final-naomi-osaka-su-wei-hsieh/13159476
abc.net.au,0,48,"Tue, 16 Feb 2021 13:09:12 +1100",Emergency declared in Texas as wild winter weather hits US,https://www.abc.net.au/news/2021-02-16/wild-winter-storm-hits-us-cutting-power-emergency-in-texas/13158924
abc.net.au,0,48,"Tue, 16 Feb 2021 13:09:12 +1100",Drug-affected former Buddhist monk jailed over deadly crash,https://www.abc.net.au/news/2021-02-16/drug-affected-former-buddhist-monk-jailed-over-deadly-crash/13159118
abc.net.au,0,48,"Tue, 16 Feb 2021 12:59:44 +1100",Accusations fly as fleeing Islamic State terror suspect sparks row between Australia and New Zealand,https://www.abc.net.au/news/2021-02-16/jacinda-ardern-australia-stripping-dual-national-turkey-terror/13159300
abc.net.au,0,48,"Tue, 16 Feb 2021 12:58:29 +1100",Fixing the problems with parliament's culture has to start at the top,https://www.abc.net.au/news/2021-02-16/why-political-staffers-are-vulnerable-to-sexual-misconduct-stop/13158466
abc.net.au,0,48,"Tue, 16 Feb 2021 12:38:45 +1100",Opposition accuses SA Government of hiring a private investigator to find 'whistleblower',https://www.abc.net.au/news/2021-02-16/opposition-accuses-sa-government-of-hiring-private-investigator/13158940
abc.net.au,0,48,"Tue, 16 Feb 2021 12:30:04 +1100",How spotting a platypus could help you save one,https://www.abc.net.au/news/2021-02-16/researchers-need-help-to-protect-platypus-populations/13156136
theage.com.au,0,0,"Fri, 19 Feb 2021 09:56:13 +1100",Democrats eye path to citizenship in new immigration bill,https://www.theage.com.au/world/north-america/democrats-eye-path-to-citizenship-in-new-immigration-bill-20210219-p573z5.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,0,"Fri, 19 Feb 2021 09:46:23 +1100",A look back at The Supremes' most iconic gowns,https://www.theage.com.au/lifestyle/fashion/a-look-back-at-the-supremes-most-iconic-gowns-20210210-h1tvlk.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,0,"Fri, 19 Feb 2021 09:36:47 +1100",US ready to resume nuclear deal talks with Iran,https://www.theage.com.au/world/north-america/biden-administration-ready-to-resume-nuclear-deal-talks-with-iran-state-department-20210219-p573yi.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,0,"Fri, 19 Feb 2021 09:11:25 +1100","Queenslander wins $50 million Powerball jackpot, but doesn’t know it yet",https://www.theage.com.au/national/queensland/queenslander-wins-50-million-powerball-jackpot-but-doesn-t-know-it-yet-20210219-p573xe.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,0,"Fri, 19 Feb 2021 09:03:16 +1100",How WA’s mammoth contact tracing effort for ‘Case 903’ unfolded,https://www.theage.com.au/national/western-australia/how-wa-s-mammoth-contact-tracing-effort-for-case-903-unfolded-20210218-p573uu.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,0,"Fri, 19 Feb 2021 09:02:59 +1100",‘Question of judgement’: Labor candidate’s front-page ads in pro-CCP paper under fire as fight for Riverton heats up,https://www.theage.com.au/national/western-australia/question-of-judgement-labor-candidate-s-front-page-ads-in-pro-ccp-paper-under-fire-as-fight-for-riverton-heats-up-20210102-p56rba.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,0,"Fri, 19 Feb 2021 09:02:19 +1100","After years of living dangerously, Beaufort Street is bouncing again",https://www.theage.com.au/national/western-australia/after-years-of-living-dangerously-beaufort-street-is-bouncing-again-20210218-p573s9.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,0,"Fri, 19 Feb 2021 09:00:00 +1100",We are about to get an idea about just how powerful Facebook is,https://www.theage.com.au/business/companies/we-are-about-to-get-an-idea-about-just-how-powerful-facebook-is-20210219-p573wv.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,0,"Fri, 19 Feb 2021 08:53:46 +1100","Foreign students are our fourth largest export, even with the pandemic",https://www.theage.com.au/national/foreign-students-are-our-fourth-largest-export-even-with-the-pandemic-20210218-p573pz.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,0,"Fri, 19 Feb 2021 08:45:08 +1100","QBE reports $US1.5b loss, no final dividend",https://www.theage.com.au/business/banking-and-finance/qbe-reports-us1-5b-loss-no-final-dividend-20210219-p573xa.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,0,"Fri, 19 Feb 2021 08:42:14 +1100",English footballer forced to retire aged just 19,https://www.theage.com.au/sport/soccer/english-footballer-forced-to-retire-aged-just-19-20210219-p573xt.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,0,"Fri, 19 Feb 2021 08:41:28 +1100",Double leg break confirmed for St Kilda defender,https://www.theage.com.au/sport/afl/st-kilda-defender-in-hospital-after-breaking-leg-in-training-clash-20210218-p573p0.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,0,"Fri, 19 Feb 2021 08:30:08 +1100",ASX to fall on poor US economic data,https://www.theage.com.au/business/markets/asx-to-fall-on-poor-us-economic-data-20210219-p573xi.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,0,"Fri, 19 Feb 2021 08:29:55 +1100",Meet Australian cricket’s overnight millionaires,https://www.theage.com.au/sport/cricket/meet-australian-cricket-s-overnight-millionaire-20210218-p573w1.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,0,"Fri, 19 Feb 2021 07:59:19 +1100",‘Roaring Kitty’ and Wall Street elite grilled over GameStop frenzy,https://www.theage.com.au/business/markets/roaring-kitty-and-wall-street-elite-grilled-over-gamestop-frenzy-20210219-p573x4.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,1,"Fri, 19 Feb 2021 07:54:17 +1100",Residents cleared out of homes as Sunnybank siege passes 20 hours,https://www.theage.com.au/national/queensland/residents-cleared-out-of-homes-as-sunnybank-siege-nears-10th-hour-20210218-p573v7.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,1,"Fri, 19 Feb 2021 07:48:09 +1100",‘Touchdown confirmed!’: NASA’s Perseverance rover lands on Mars,https://www.theage.com.au/world/north-america/nasa-s-perseverance-rover-streaks-toward-a-landing-on-mars-20210219-p573x5.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,1,"Fri, 19 Feb 2021 07:20:00 +1100",The oil industry is facing its biggest squeeze in history,https://www.theage.com.au/business/markets/the-oil-industry-is-facing-its-biggest-squeeze-in-history-20210219-p573we.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,1,"Fri, 19 Feb 2021 07:04:30 +1100","Divided over Mario Draghi, Italy’s anti-bank 5-Stars expel 15 senators",https://www.theage.com.au/world/europe/divided-over-mario-draghi-italy-s-anti-bank-5-stars-expel-15-senators-20210219-p573wu.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,2,"Fri, 19 Feb 2021 06:30:00 +1100",The car industry is betting its future on batteries,https://www.theage.com.au/business/the-economy/the-car-industry-is-betting-its-future-on-batteries-20210217-p5735k.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,2,"Fri, 19 Feb 2021 06:15:41 +1100","As Texas freezes, photos show Ted Cruz flying to Mexico resort",https://www.theage.com.au/world/north-america/as-texas-freezes-photos-show-ted-cruz-flying-to-mexico-resort-20210219-p573w8.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,2,"Fri, 19 Feb 2021 06:00:00 +1100","Don’t panic, Adams wrote. But Earth’s magnetic field collapsed years ago",https://www.theage.com.au/national/don-t-panic-adams-wrote-but-earth-s-magnetic-field-collapsed-years-ago-20210218-p573tk.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,2,"Fri, 19 Feb 2021 06:00:00 +1100",‘A brutal study in physics’: How do scrums and other rugby mysteries work?,https://www.theage.com.au/sport/rugby-union/a-brutal-study-in-physics-how-do-scrums-and-other-rugby-mysteries-work-20210217-p573bx.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,3,"Fri, 19 Feb 2021 05:45:00 +1100",Big freeze in Texas is becoming a global oil market crisis,https://www.theage.com.au/business/markets/big-freeze-in-texas-is-becoming-a-global-oil-market-crisis-20210219-p573wh.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,3,"Fri, 19 Feb 2021 05:36:57 +1100",‘Don’t let them bully you’: British MPs urge Australians to stand firm against Facebook blackout,https://www.theage.com.au/world/europe/don-t-let-them-bully-you-british-mps-urge-australians-to-stand-firm-against-facebook-blockout-20210219-p573w7.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,3,"Fri, 19 Feb 2021 05:30:00 +1100","Wall Street opens its arms to bitcoin, but doubts linger",https://www.theage.com.au/business/markets/wall-street-opens-its-arms-to-bitcoin-but-doubts-linger-20210216-p572s8.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,3,"Fri, 19 Feb 2021 05:25:20 +1100",ASX set to fall as Wall Street slides on poor economic data,https://www.theage.com.au/business/markets/asx-set-to-fall-as-wall-street-slides-on-poor-economic-data-20210219-p573wi.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,3,"Fri, 19 Feb 2021 05:00:19 +1100","Perpetual keen to expand into infrastructure, alternative investing",https://www.theage.com.au/business/banking-and-finance/perpetual-keen-to-expand-into-infrastructure-alternative-investing-20210218-p573pl.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,3,"Fri, 19 Feb 2021 05:00:00 +1100",State government agencies at war over logging forests ruined by fire,https://www.theage.com.au/environment/conservation/state-government-agencies-at-war-over-logging-forests-ruined-by-fire-20210218-p573qt.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,3,"Fri, 19 Feb 2021 05:00:00 +1100",Want an extra $100 a day? Get an enterprise agreement,https://www.theage.com.au/politics/federal/want-an-extra-100-a-day-get-an-enterprise-agreement-20210218-p573ph.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,3,"Fri, 19 Feb 2021 05:00:00 +1100",Liberal MPs question if Reynolds should go over handling of staffer’s rape claim,https://www.theage.com.au/politics/federal/poor-judgement-liberal-mps-question-if-reynolds-should-go-over-handling-of-staffer-s-rape-claim-20210218-p573pa.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,3,"Fri, 19 Feb 2021 05:00:00 +1100",Climate transparency register to track companies’ progress on net zero targets,https://www.theage.com.au/politics/federal/climate-transparency-register-to-track-companies-progress-on-net-zero-targets-20210218-p573nx.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,3,"Fri, 19 Feb 2021 05:00:00 +1100","Rugby, this is your time to shine. But can you?",https://www.theage.com.au/sport/rugby-union/rugby-this-is-your-time-to-shine-but-can-you-20210218-p573mz.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,3,"Fri, 19 Feb 2021 05:00:00 +1100",‘Treat workers with dignity’: HungryPanda workers say they were let go after protesting pay cuts,https://www.theage.com.au/national/treat-workers-with-dignity-hungrypanda-workers-say-they-were-let-go-after-protesting-pay-cuts-20210218-p573mw.html?ref=rss&utm_medium=rss&utm_source=rss_feed
theage.com.au,0,5,"Fri, 19 Feb 2021 03:24:31 +1100","Three climbers missing on K2 are dead, Pakistan officials say",https://www.theage.com.au/world/asia/three-climbers-missing-on-k2-are-dead-pakistan-officials-say-20210219-p573wb.html?ref=rss&utm_medium=rss&utm_source=rss_feed
